Chrm	SV_start	SV_end	ID	size	strand	type	ref_gap_size	query_gap_size	query_Chrm	query_strand	method	query_SV_start	query_SV_end
Chromosome01_Phase0	30187101	30192502	Assemblytics_b_2528	4652	+	Repeat_contraction	5401	749	000184F_002	+	between_alignments	98497	99246
Chromosome01_Phase0	30195520	30195534	Assemblytics_b_2529	112	+	Insertion	14	126	000184F_002	+	between_alignments	102279	102405
Chromosome01_Phase0	30236010	30250529	Assemblytics_b_2531	1968	+	Repeat_expansion	14519	16487	000184F_002	+	between_alignments	142829	159316
Chromosome01_Phase0	30261768	30262786	Assemblytics_b_2532	721	+	Repeat_contraction	1018	297	000184F_002	+	between_alignments	170412	170709
Chromosome01_Phase0	30266271	30266553	Assemblytics_b_2533	5265	+	Repeat_expansion	282	5547	000184F_002	+	between_alignments	174204	179751
Chromosome01_Phase0	30273655	30280604	Assemblytics_b_2534	6364	+	Repeat_contraction	6949	585	000184F_002	+	between_alignments	186841	187426
Chromosome01_Phase0	30310031	30310039	Assemblytics_b_2535	914	+	Insertion	-8	906	000184F_002	+	between_alignments	216919	217825
Chromosome01_Phase0	30319295	30319296	Assemblytics_b_2537	166	+	Insertion	0	166	000184F_002	+	between_alignments	227070	227236
Chromosome01_Phase0	30322314	30323033	Assemblytics_b_2538	718	+	Deletion	719	1	000184F_002	+	between_alignments	230253	230254
Chromosome01_Phase0	30326831	30326838	Assemblytics_b_2539	164	+	Insertion	-7	157	000184F_002	+	between_alignments	234044	234201
Scaffold1926_Phase0	NA	NA	Assemblytics_b_2541	125	+	Insertion	34	159	000184F_006	+	between_alignments	19678	19837
Scaffold1926_Phase0	NA	NA	Assemblytics_b_2543	2110	+	Repeat_contraction	3832	1722	000184F_006	+	between_alignments	76785	78507
Scaffold1926_Phase0	NA	NA	Assemblytics_b_2545	1443	+	Repeat_contraction	20988	19545	000184F_006	+	between_alignments	124563	144108
Scaffold1926_Phase0	NA	NA	Assemblytics_b_2546	183	+	Repeat_contraction	7090	6907	000184F_006	+	between_alignments	145028	151935
Chromosome04_Phase0	14379402	14379407	Assemblytics_b_2551	96	+	Insertion	5	101	000185F_001	+	between_alignments	64802	64903
Chromosome04_Phase0	14382672	14385189	Assemblytics_b_2552	2040	+	Repeat_contraction	2517	477	000185F_001	+	between_alignments	68159	68636
Chromosome04_Phase0	19759969	19762687	Assemblytics_b_2555	1156	+	Repeat_contraction	2718	1562	000185F_001	+	between_alignments	85157	86719
Chromosome04_Phase0	19734322	19735313	Assemblytics_b_2557	9701	+	Repeat_expansion	991	10692	000185F_001	+	between_alignments	122795	133487
Chromosome18_Phase0	17077286	17079560	Assemblytics_b_2561	2274	+	Deletion	2274	0	000185F_001	+	between_alignments	246325	246325
Chromosome18_Phase0	16023047	16045497	Assemblytics_b_2563	2079	+	Repeat_contraction	22450	20371	000185F_002	+	between_alignments	36330	56701
Chromosome18_Phase0	15991123	15991129	Assemblytics_b_2565	8140	+	Insertion	-6	8134	000185F_002	+	between_alignments	73969	82103
Chromosome17_Phase0	1045327	1054786	Assemblytics_b_2568	846	+	Repeat_expansion	9459	10305	000187F_005	+	between_alignments	12886	23191
Chromosome17_Phase0	1061564	1062319	Assemblytics_b_2569	140	+	Repeat_contraction	755	615	000187F_005	+	between_alignments	29993	30608
Scaffold4418_Phase0	NA	NA	Assemblytics_b_2571	4680	+	Deletion	4706	26	000187F_016	+	between_alignments	47911	47937
Scaffold4418_Phase0	NA	NA	Assemblytics_b_2574	3176	+	Repeat_expansion	5162	8338	000187F_016	+	between_alignments	61732	70070
Chromosome12_Phase0	30325665	30326396	Assemblytics_b_2579	62	+	Repeat_expansion	731	793	000188F_005	+	between_alignments	70219	71012
Chromosome12_Phase0	30314460	30318378	Assemblytics_b_2580	472	+	Repeat_contraction	3918	3446	000188F_005	+	between_alignments	78256	81702
Chromosome13_Phase0	6637355	6637356	Assemblytics_b_2581	153	+	Insertion	0	153	000192F_001	+	between_alignments	39356	39509
Chromosome13_Phase0	6643249	6643781	Assemblytics_b_2582	1142	+	Repeat_expansion	532	1674	000192F_001	+	between_alignments	45391	47065
Chromosome13_Phase0	6652308	6661598	Assemblytics_b_2583	3593	+	Repeat_contraction	9290	5697	000192F_003	+	between_alignments	6321	12018
Scaffold4805_Phase0	NA	NA	Assemblytics_b_2584	87	+	Deletion	87	0	000193F_004	+	between_alignments	24729	24729
Scaffold4805_Phase0	NA	NA	Assemblytics_b_2585	3761	+	Repeat_contraction	6535	2774	000193F_004	+	between_alignments	38190	40964
Scaffold4803_Phase0	NA	NA	Assemblytics_b_2588	2188	+	Deletion	2188	0	000193F_004	+	between_alignments	54264	54264
Chromosome18_Phase0	16397023	16401327	Assemblytics_b_2593	8947	+	Repeat_expansion	4304	13251	000194F_001	+	between_alignments	93390	106641
Chromosome18_Phase0	16451560	16451677	Assemblytics_b_2594	99	+	Deletion	117	18	000194F_002	+	between_alignments	5906	5924
Chromosome18_Phase0	16454049	16466002	Assemblytics_b_2595	2154	+	Repeat_contraction	11953	9799	000194F_002	+	between_alignments	8303	18102
Chromosome18_Phase0	16501096	16522317	Assemblytics_b_2598	2410	+	Repeat_contraction	21221	18811	000194F_002	+	between_alignments	42023	60834
Chromosome18_Phase0	16529629	16536163	Assemblytics_b_2599	8860	+	Repeat_expansion	6534	15394	000194F_002	+	between_alignments	68135	83529
Scaffold4116_Phase0	NA	NA	Assemblytics_b_2600	3964	+	Repeat_expansion	1743	5707	000194F_008	+	between_alignments	3531	9238
Chromosome07_Phase0	5828687	5828688	Assemblytics_b_2601	131	+	Insertion	0	131	000195F_012	+	between_alignments	9443	9574
Chromosome07_Phase0	5820609	5824346	Assemblytics_b_2602	3618	+	Repeat_expansion	3737	7355	000195F_012	+	between_alignments	13951	21306
Scaffold4670_Phase0	NA	NA	Assemblytics_b_2606	8616	+	Repeat_contraction	8913	297	000196F_009	+	between_alignments	62338	62635
Scaffold4670_Phase0	NA	NA	Assemblytics_b_2609	156	+	Repeat_expansion	3689	3845	000196F_009	+	between_alignments	125775	129620
Scaffold4670_Phase0	NA	NA	Assemblytics_b_2610	1742	+	Deletion	1742	0	000196F_009	+	between_alignments	133490	133490
Chromosome06_Phase0	16442422	16442423	Assemblytics_b_2611	500	+	Insertion	1	501	000197F_011	+	between_alignments	4835	5336
Chromosome15_Phase0	7644957	7649601	Assemblytics_b_2612	1205	+	Repeat_contraction	4644	3439	000199F_001	+	between_alignments	10861	14300
Chromosome15_Phase0	7637979	7638476	Assemblytics_b_2613	497	+	Deletion	497	0	000199F_001	+	between_alignments	20786	20786
Chromosome15_Phase0	7785727	7785733	Assemblytics_b_2614	462	+	Insertion	-6	456	000199F_002	+	between_alignments	2573	3029
Chromosome15_Phase0	7721174	7722604	Assemblytics_b_2616	62	+	Repeat_expansion	1430	1492	000199F_003	+	between_alignments	23755	25247
Chromosome15_Phase0	7672170	7673196	Assemblytics_b_2617	672	+	Repeat_contraction	1026	354	000199F_004	+	between_alignments	3175	3529
Chromosome15_Phase0	7669673	7669675	Assemblytics_b_2618	368	+	Insertion	2	370	000199F_004	+	between_alignments	6024	6394
Chromosome15_Phase0	7603841	7604351	Assemblytics_b_2619	511	+	Deletion	510	-1	000199F_005	-	between_alignments	20822	20823
Chromosome15_Phase0	7584119	7584381	Assemblytics_b_2620	323	+	Repeat_expansion	262	585	000199F_005	+	between_alignments	40273	40858
Chromosome09_Phase0	13492247	13494129	Assemblytics_b_2621	1045	+	Repeat_contraction	1882	837	000199F_008	+	between_alignments	10071	10908
Chromosome09_Phase0	13486407	13486409	Assemblytics_b_2622	101	+	Insertion	-2	99	000199F_008	+	between_alignments	16790	16889
Chromosome09_Phase0	13484560	13484561	Assemblytics_b_2623	85	+	Insertion	-1	84	000199F_008	+	between_alignments	18725	18809
Chromosome01_Phase0	84597	93990	Assemblytics_b_2624	9170	+	Repeat_contraction	9393	223	000200F_001	+	between_alignments	28297	28520
Chromosome01_Phase0	56496	61808	Assemblytics_b_2625	3726	+	Repeat_expansion	5312	9038	000200F_002	+	between_alignments	2544	11582
Chromosome07_Phase0	28316483	28318299	Assemblytics_b_2626	1444	+	Repeat_expansion	1816	3260	000200F_003	+	between_alignments	7493	10753
Chromosome07_Phase0	28320397	28323176	Assemblytics_b_2627	146	+	Repeat_contraction	2779	2633	000200F_003	+	between_alignments	12835	15468
Chromosome07_Phase0	28342323	28352796	Assemblytics_b_2628	481	+	Repeat_expansion	10473	10954	000200F_003	+	between_alignments	34594	45548
Chromosome07_Phase0	28495836	28498268	Assemblytics_b_2629	221	+	Repeat_contraction	2432	2211	000200F_004	+	between_alignments	3989	6200
Chromosome07_Phase0	28509093	28509186	Assemblytics_b_2630	8222	+	Repeat_expansion	93	8315	000200F_004	+	between_alignments	17103	25418
Chromosome07_Phase0	28521163	28523989	Assemblytics_b_2631	2519	+	Repeat_expansion	2826	5345	000200F_004	+	between_alignments	37400	42745
Chromosome07_Phase0	28532123	28544623	Assemblytics_b_2632	5464	+	Repeat_contraction	12500	7036	000200F_004	+	between_alignments	50902	57938
Chromosome07_Phase0	28575856	28579354	Assemblytics_b_2633	1613	+	Repeat_expansion	3498	5111	000200F_004	+	between_alignments	89262	94373
Chromosome07_Phase0	28611219	28611860	Assemblytics_b_2634	186	+	Repeat_contraction	641	455	000200F_006	+	between_alignments	2219	2674
Chromosome06_Phase0	1203613	1204741	Assemblytics_b_2635	1128	+	Deletion	1128	0	000202F_002	+	between_alignments	9142	9142
Chromosome06_Phase0	1174546	1174551	Assemblytics_b_2636	5176	+	Insertion	-5	5171	000202F_012	+	between_alignments	20029	25200
Chromosome06_Phase0	1152388	1167867	Assemblytics_b_2637	8051	+	Repeat_expansion	15479	23530	000202F_012	+	between_alignments	31878	55408
Chromosome06_Phase0	1132244	1132245	Assemblytics_b_2638	1317	+	Insertion	0	1317	000202F_012	+	between_alignments	75635	76952
Chromosome06_Phase0	1122280	1125967	Assemblytics_b_2639	79	+	Repeat_expansion	3687	3766	000202F_012	+	between_alignments	83242	87008
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2641	401	+	Repeat_contraction	3298	2897	000202F_012	+	between_alignments	102771	105668
Chromosome14_Phase0	12503713	12504456	Assemblytics_b_2642	723	+	Deletion	743	20	000205F_004	+	between_alignments	21231	21251
Scaffold3348_Phase0	NA	NA	Assemblytics_b_2644	8250	+	Repeat_expansion	15217	23467	000205F_017	+	between_alignments	9962	33429
Scaffold3348_Phase0	NA	NA	Assemblytics_b_2645	2275	+	Insertion	-4	2271	000205F_017	+	between_alignments	39095	41366
Chromosome14_Phase0	5131768	5134664	Assemblytics_b_2648	74	+	Repeat_expansion	2896	2970	000206F_001	+	between_alignments	17838	20808
Chromosome14_Phase0	5125573	5126137	Assemblytics_b_2649	503	+	Repeat_contraction	564	61	000206F_001	+	between_alignments	26456	26517
Chromosome14_Phase0	5116877	5117162	Assemblytics_b_2650	142	+	Repeat_contraction	285	143	000206F_001	+	between_alignments	34892	35035
Chromosome14_Phase0	5079921	5089387	Assemblytics_b_2652	8142	+	Repeat_contraction	9466	1324	000206F_001	+	between_alignments	42513	43837
Chromosome13_Phase0	7954106	7960230	Assemblytics_b_2654	863	+	Repeat_contraction	6124	5261	000206F_002	+	between_alignments	6286	11547
Chromosome13_Phase0	7964893	7964897	Assemblytics_b_2655	2559	+	Insertion	-4	2555	000206F_002	+	between_alignments	16207	18762
Chromosome13_Phase0	7927026	7927443	Assemblytics_b_2657	413	+	Repeat_expansion	417	830	000206F_010	+	between_alignments	48921	49751
Chromosome13_Phase0	7680081	7680205	Assemblytics_b_2658	108	+	Deletion	124	16	000206F_011	+	between_alignments	11935	11951
Chromosome13_Phase0	7722933	7723085	Assemblytics_b_2660	118	+	Deletion	152	34	000206F_011	+	between_alignments	44234	44268
Chromosome13_Phase0	7741717	7756989	Assemblytics_b_2662	4243	+	Repeat_expansion	15272	19515	000206F_011	+	between_alignments	62967	82482
Chromosome13_Phase0	7758707	7758841	Assemblytics_b_2663	134	+	Deletion	134	0	000206F_011	+	between_alignments	84201	84201
Chromosome13_Phase0	7766459	7773661	Assemblytics_b_2664	4083	+	Repeat_expansion	7202	11285	000206F_011	+	between_alignments	91821	103106
Chromosome13_Phase0	7774878	7777217	Assemblytics_b_2665	5655	+	Repeat_expansion	2339	7994	000206F_011	+	between_alignments	104321	112315
Chromosome13_Phase0	7789078	7791569	Assemblytics_b_2666	836	+	Repeat_expansion	2491	3327	000206F_011	+	between_alignments	124161	127488
Chromosome13_Phase0	7988535	7994683	Assemblytics_b_2667	82	+	Repeat_expansion	6148	6230	000206F_012	+	between_alignments	36396	42626
Chromosome13_Phase0	8003609	8004261	Assemblytics_b_2668	154	+	Repeat_expansion	652	806	000206F_012	+	between_alignments	51554	52360
Chromosome14_Phase0	5155890	5156257	Assemblytics_b_2670	2295	+	Repeat_expansion	367	2662	000206F_013	+	between_alignments	4111	6773
Chromosome14_Phase0	5172946	5172947	Assemblytics_b_2671	106	+	Insertion	0	106	000206F_013	+	between_alignments	23513	23619
Chromosome14_Phase0	5174851	5179808	Assemblytics_b_2672	2301	+	Repeat_contraction	4957	2656	000206F_013	+	between_alignments	25547	28203
Chromosome14_Phase0	5183985	5187017	Assemblytics_b_2673	1241	+	Repeat_contraction	3032	1791	000206F_013	+	between_alignments	32394	34185
Chromosome11_Phase0	31208363	31209081	Assemblytics_b_2679	346	+	Repeat_contraction	718	372	000208F_001	+	between_alignments	49424	49796
Chromosome11_Phase0	31205899	31206349	Assemblytics_b_2680	210	+	Repeat_expansion	450	660	000208F_001	+	between_alignments	51814	52474
Chromosome11_Phase0	31197756	31199302	Assemblytics_b_2681	326	+	Repeat_contraction	1546	1220	000208F_001	+	between_alignments	59127	60347
Chromosome11_Phase0	31174339	31184240	Assemblytics_b_2682	364	+	Repeat_contraction	9901	9537	000208F_001	+	between_alignments	73926	83463
Chromosome11_Phase0	31156200	31160299	Assemblytics_b_2683	4099	+	Tandem_expansion	-4099	0	000208F_001	+	between_alignments	101649	101649
Chromosome11_Phase0	31129418	31130407	Assemblytics_b_2684	135	+	Repeat_contraction	989	854	000208F_001	+	between_alignments	131552	132406
Chromosome11_Phase0	31121779	31122965	Assemblytics_b_2685	571	+	Repeat_expansion	1186	1757	000208F_001	+	between_alignments	138853	140610
Chromosome11_Phase0	30938074	30938075	Assemblytics_b_2686	313	+	Insertion	1	314	000208F_003	+	between_alignments	15132	15446
Chromosome11_Phase0	30969824	30969930	Assemblytics_b_2687	106	+	Deletion	106	0	000208F_003	+	between_alignments	47239	47239
Chromosome11_Phase0	31032551	31034770	Assemblytics_b_2690	507	+	Repeat_expansion	2219	2726	000208F_004	+	between_alignments	40790	43516
Chromosome11_Phase0	31045874	31046251	Assemblytics_b_2691	342	+	Deletion	377	35	000208F_004	+	between_alignments	54584	54619
Chromosome11_Phase0	31068603	31068760	Assemblytics_b_2693	1122	+	Repeat_expansion	157	1279	000208F_004	+	between_alignments	76964	78243
Chromosome13_Phase0	4896779	4901024	Assemblytics_b_2694	596	+	Repeat_expansion	4245	4841	000209F_001	+	between_alignments	10441	15282
Chromosome13_Phase0	4888400	4895580	Assemblytics_b_2695	1473	+	Repeat_contraction	7180	5707	000209F_001	+	between_alignments	16462	22169
Chromosome13_Phase0	4874241	4879884	Assemblytics_b_2696	511	+	Repeat_contraction	5643	5132	000209F_001	+	between_alignments	30662	35794
Chromosome13_Phase0	4813451	4826204	Assemblytics_b_2698	682	+	Repeat_expansion	12753	13435	000209F_001	+	between_alignments	72489	85924
Chromosome13_Phase0	4794575	4794576	Assemblytics_b_2699	370	+	Insertion	0	370	000209F_001	+	between_alignments	104915	105285
Chromosome13_Phase0	4788763	4790260	Assemblytics_b_2700	148	+	Repeat_contraction	1497	1349	000209F_001	+	between_alignments	109570	110919
Chromosome13_Phase0	4775281	4784992	Assemblytics_b_2701	307	+	Repeat_contraction	9711	9404	000209F_001	+	between_alignments	114703	124107
Chromosome13_Phase0	4772184	4774263	Assemblytics_b_2702	658	+	Repeat_contraction	2079	1421	000209F_001	+	between_alignments	125137	126558
Chromosome13_Phase0	4751201	4763461	Assemblytics_b_2703	1781	+	Repeat_contraction	12260	10479	000209F_001	+	between_alignments	135211	145690
Chromosome13_Phase0	4737434	4747300	Assemblytics_b_2704	4826	+	Repeat_contraction	9866	5040	000209F_001	+	between_alignments	149621	154661
Chromosome13_Phase0	4731647	4732227	Assemblytics_b_2705	131	+	Repeat_expansion	580	711	000209F_001	+	between_alignments	159882	160593
Chromosome13_Phase0	4720171	4721130	Assemblytics_b_2707	241	+	Repeat_expansion	959	1200	000209F_001	+	between_alignments	171109	172309
Chromosome13_Phase0	4718105	4718543	Assemblytics_b_2708	438	+	Deletion	438	0	000209F_001	+	between_alignments	173936	173936
Chromosome13_Phase0	4543787	4549164	Assemblytics_b_2709	3667	+	Repeat_expansion	5377	9044	000209F_002	+	between_alignments	26807	35851
Chromosome13_Phase0	4535641	4541778	Assemblytics_b_2710	5134	+	Repeat_expansion	6137	11271	000209F_002	+	between_alignments	37865	49136
Chromosome13_Phase0	4530316	4534923	Assemblytics_b_2711	141	+	Repeat_expansion	4607	4748	000209F_002	+	between_alignments	49836	54584
Chromosome13_Phase0	4522522	4525409	Assemblytics_b_2712	564	+	Repeat_contraction	2887	2323	000209F_002	+	between_alignments	59515	61838
Chromosome13_Phase0	4514218	4514560	Assemblytics_b_2713	121	+	Repeat_expansion	342	463	000209F_002	+	between_alignments	69796	70259
Chromosome13_Phase0	4479888	4482151	Assemblytics_b_2716	936	+	Repeat_contraction	2263	1327	000209F_002	+	between_alignments	111329	112656
Chromosome13_Phase0	4964168	4969629	Assemblytics_b_2718	374	+	Repeat_contraction	5461	5087	000209F_007	+	between_alignments	58577	63664
Chromosome13_Phase0	4973493	4974893	Assemblytics_b_2719	194	+	Repeat_expansion	1400	1594	000209F_007	+	between_alignments	67531	69125
Chromosome13_Phase0	4981019	4981020	Assemblytics_b_2720	92	+	Insertion	-1	91	000209F_007	+	between_alignments	75260	75351
Chromosome13_Phase0	4982241	4993464	Assemblytics_b_2721	9996	+	Repeat_contraction	11223	1227	000209F_007	+	between_alignments	76560	77787
Chromosome16_Phase0	20587333	20591645	Assemblytics_b_2725	1310	+	Repeat_expansion	4312	5622	000210F_001	+	between_alignments	1611	7233
Chromosome16_Phase0	20580161	20580244	Assemblytics_b_2726	2141	+	Repeat_expansion	83	2224	000210F_001	+	between_alignments	14308	16532
Scaffold1767_Phase0	NA	NA	Assemblytics_b_2727	1098	+	Insertion	4	1102	000210F_012	+	between_alignments	3314	4416
Scaffold1767_Phase0	NA	NA	Assemblytics_b_2729	1292	+	Repeat_expansion	1274	2566	000210F_012	+	between_alignments	27274	29840
Scaffold1767_Phase0	NA	NA	Assemblytics_b_2736	6137	+	Repeat_contraction	35565	29428	000210F_012	+	between_alignments	96859	126287
Scaffold1767_Phase0	NA	NA	Assemblytics_b_2737	1511	+	Repeat_expansion	827	2338	000210F_012	+	between_alignments	132601	134939
Chromosome04_Phase0	12093548	12093549	Assemblytics_b_2738	787	+	Insertion	0	787	000215F_004	+	between_alignments	13003	13790
Chromosome04_Phase0	12098027	12098349	Assemblytics_b_2739	321	+	Deletion	322	1	000215F_004	+	between_alignments	18293	18294
Chromosome17_Phase0	2644444	2660135	Assemblytics_b_2742	8564	+	Repeat_expansion	15691	24255	000215F_017	+	between_alignments	7403	31658
Chromosome17_Phase0	2641119	2641126	Assemblytics_b_2743	472	+	Insertion	-7	465	000215F_017	+	between_alignments	35038	35503
Chromosome04_Phase0	16008575	16008576	Assemblytics_b_2744	2278	+	Insertion	0	2278	000216F_001	+	between_alignments	59268	61546
Chromosome04_Phase0	16015286	16015291	Assemblytics_b_2745	1856	+	Insertion	-5	1851	000216F_001	+	between_alignments	68228	70079
Chromosome04_Phase0	16030119	16030126	Assemblytics_b_2746	1439	+	Insertion	-7	1432	000216F_001	+	between_alignments	84939	86371
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2747	916	+	Repeat_expansion	1800	2716	000216F_005	+	between_alignments	7525	10241
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2748	556	+	Repeat_expansion	4681	5237	000216F_005	+	between_alignments	12751	17988
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2750	2768	+	Repeat_expansion	6385	9153	000216F_005	+	between_alignments	56956	66109
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2751	1472	+	Repeat_contraction	3446	1974	000216F_005	+	between_alignments	69055	71029
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2752	284	+	Repeat_expansion	2456	2740	000216F_005	+	between_alignments	80004	82744
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2753	2219	+	Repeat_contraction	10137	7918	000216F_005	+	between_alignments	85706	93624
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2754	2849	+	Repeat_contraction	7716	4867	000216F_005	+	between_alignments	115881	120748
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2755	118	+	Deletion	118	0	000216F_005	+	between_alignments	130451	130451
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2756	1402	+	Repeat_expansion	2122	3524	000216F_005	+	between_alignments	135466	138990
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2757	416	+	Repeat_expansion	66	482	000216F_005	+	between_alignments	141255	141737
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2758	3529	+	Repeat_expansion	4902	8431	000216F_005	+	between_alignments	167360	175791
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2760	2635	+	Insertion	-35	2600	000216F_007	+	between_alignments	19121	21721
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2761	3445	+	Repeat_expansion	12527	15972	000216F_007	+	between_alignments	35309	51281
Scaffold1934_Phase0	NA	NA	Assemblytics_b_2762	63	+	Repeat_expansion	344	407	000216F_007	+	between_alignments	67999	68406
Chromosome04_Phase0	15911732	15922115	Assemblytics_b_2763	8324	+	Repeat_contraction	10383	2059	000216F_008	+	between_alignments	22418	24477
Chromosome09_Phase0	2059710	2062093	Assemblytics_b_2764	795	+	Repeat_expansion	2383	3178	000217F_010	+	between_alignments	16418	19596
Chromosome09_Phase0	2057740	2057799	Assemblytics_b_2765	415	+	Repeat_expansion	59	474	000217F_010	+	between_alignments	21509	21983
Chromosome09_Phase0	2054199	2054514	Assemblytics_b_2766	1327	+	Repeat_expansion	315	1642	000217F_010	+	between_alignments	25209	26851
Chromosome09_Phase0	2049302	2052145	Assemblytics_b_2767	748	+	Repeat_expansion	2843	3591	000217F_010	+	between_alignments	28908	32499
Chromosome09_Phase0	2042567	2047871	Assemblytics_b_2768	592	+	Repeat_contraction	5304	4712	000217F_010	+	between_alignments	33933	38645
Chromosome09_Phase0	2037610	2038229	Assemblytics_b_2769	68	+	Repeat_contraction	619	551	000217F_010	+	between_alignments	43015	43566
Chromosome09_Phase0	2031894	2035389	Assemblytics_b_2770	323	+	Repeat_expansion	3495	3818	000217F_010	+	between_alignments	45798	49616
Chromosome09_Phase0	2030948	2030956	Assemblytics_b_2771	978	+	Insertion	-8	970	000217F_010	+	between_alignments	50556	51526
Chromosome09_Phase0	2022936	2025771	Assemblytics_b_2772	1289	+	Repeat_expansion	2835	4124	000217F_010	+	between_alignments	56743	60867
Chromosome09_Phase0	2012377	2014281	Assemblytics_b_2773	399	+	Repeat_expansion	1904	2303	000217F_010	+	between_alignments	69471	71774
Chromosome09_Phase0	2005824	2008439	Assemblytics_b_2774	649	+	Repeat_contraction	2615	1966	000217F_010	+	between_alignments	75707	77673
Chromosome09_Phase0	2000435	2004784	Assemblytics_b_2775	1382	+	Repeat_contraction	4349	2967	000217F_010	+	between_alignments	78718	81685
Chromosome01_Phase0	34423145	34439027	Assemblytics_b_2779	645	+	Repeat_contraction	15882	15237	000218F_001	+	between_alignments	70134	85371
Chromosome01_Phase0	34566888	34566889	Assemblytics_b_2780	784	+	Insertion	0	784	000218F_003	+	between_alignments	13241	14025
Chromosome01_Phase0	34603671	34603733	Assemblytics_b_2781	189	+	Repeat_expansion	62	251	000218F_003	+	between_alignments	50862	51113
Chromosome01_Phase0	34616484	34616743	Assemblytics_b_2783	259	+	Deletion	259	0	000218F_003	+	between_alignments	75546	75546
Chromosome01_Phase0	34636463	34637380	Assemblytics_b_2784	293	+	Repeat_contraction	917	624	000218F_003	+	between_alignments	95363	95987
Chromosome01_Phase0	34674943	34679100	Assemblytics_b_2785	4161	+	Deletion	4157	-4	000218F_003	-	between_alignments	133480	133484
Chromosome14_Phase0	13542009	13543675	Assemblytics_b_2786	979	+	Repeat_expansion	1666	2645	000218F_005	+	between_alignments	849	3494
Chromosome14_Phase0	13550427	13550428	Assemblytics_b_2787	474	+	Insertion	0	474	000218F_005	+	between_alignments	10258	10732
Chromosome14_Phase0	13565018	13565022	Assemblytics_b_2788	237	+	Insertion	-4	233	000218F_005	+	between_alignments	25335	25568
Chromosome14_Phase0	13591451	13591452	Assemblytics_b_2790	421	+	Insertion	-1	420	000218F_005	+	between_alignments	34271	34691
Chromosome14_Phase0	13602637	13610938	Assemblytics_b_2791	3597	+	Repeat_contraction	8301	4704	000218F_005	+	between_alignments	45817	50521
Chromosome01_Phase0	34108620	34108787	Assemblytics_b_2792	167	+	Deletion	167	0	000218F_006	+	between_alignments	14935	14935
Chromosome01_Phase0	34334404	34334409	Assemblytics_b_2794	487	+	Insertion	-5	482	000218F_006	+	between_alignments	77052	77534
Chromosome01_Phase0	34339144	34339146	Assemblytics_b_2795	108	+	Insertion	2	110	000218F_006	+	between_alignments	82291	82401
Chromosome12_Phase0	7928717	7929985	Assemblytics_b_2796	1088	+	Repeat_contraction	1268	180	000221F_001	+	between_alignments	31062	31242
Chromosome12_Phase0	7907757	7916145	Assemblytics_b_2797	3515	+	Repeat_expansion	8388	11903	000221F_001	+	between_alignments	43941	55844
Chromosome12_Phase0	7956665	7957988	Assemblytics_b_2799	307	+	Repeat_contraction	1323	1016	000221F_002	+	between_alignments	20417	21433
Chromosome12_Phase0	7963991	7976288	Assemblytics_b_2800	621	+	Repeat_expansion	12297	12918	000221F_002	+	between_alignments	27496	40414
Chromosome12_Phase0	7821392	7822065	Assemblytics_b_2803	154	+	Repeat_expansion	673	827	000221F_009	+	between_alignments	75927	76754
Chromosome12_Phase0	7830547	7832556	Assemblytics_b_2804	7947	+	Repeat_expansion	2009	9956	000221F_009	+	between_alignments	85242	95198
Chromosome12_Phase0	7839190	7841622	Assemblytics_b_2805	1036	+	Repeat_contraction	2432	1396	000221F_009	+	between_alignments	101801	103197
Chromosome12_Phase0	8052861	8052882	Assemblytics_b_2807	100	+	Insertion	21	121	000221F_010	+	between_alignments	81100	81221
Chromosome11_Phase0	26733876	26746623	Assemblytics_b_2810	6682	+	Repeat_expansion	12747	19429	000222F_006	+	between_alignments	19696	39125
Chromosome11_Phase0	26791518	26792265	Assemblytics_b_2812	353	+	Repeat_contraction	747	394	000222F_006	+	between_alignments	71556	71950
Chromosome11_Phase0	26794305	26800506	Assemblytics_b_2813	1586	+	Repeat_contraction	6201	4615	000222F_006	+	between_alignments	73988	78603
Chromosome11_Phase0	26812525	26812822	Assemblytics_b_2814	97	+	Repeat_contraction	297	200	000222F_006	+	between_alignments	90632	90832
Chromosome11_Phase0	26816951	26830149	Assemblytics_b_2815	3701	+	Repeat_contraction	13198	9497	000222F_006	+	between_alignments	94968	104465
Chromosome11_Phase0	26831422	26837730	Assemblytics_b_2816	5572	+	Repeat_expansion	6308	11880	000222F_006	+	between_alignments	105736	117616
Chromosome11_Phase0	26841443	26847780	Assemblytics_b_2817	2739	+	Repeat_expansion	6337	9076	000222F_006	+	between_alignments	121329	130405
