Chrm	SV_start	SV_end	ID	size	strand	type	ref_gap_size	query_gap_size	query_Chrm	query_strand	method	query_SV_start	query_SV_end
Chromosome06	25663981	25663993	Assemblytics_b_10455	71	+	Insertion	-12	59	Chromosome06_Phase0	+	between_alignments	26417930	26417989
Chromosome06	25672801	25673062	Assemblytics_b_10456	87	+	Repeat_contraction	261	174	Chromosome06_Phase0	+	between_alignments	26426849	26427023
Chromosome06	25691662	25691775	Assemblytics_b_10457	112	+	Deletion	113	1	Chromosome06_Phase0	+	between_alignments	26445741	26445742
Chromosome06	25697825	25703826	Assemblytics_b_10458	1391	+	Repeat_contraction	6001	4610	Chromosome06_Phase0	+	between_alignments	26451805	26456415
Chromosome06	25783470	25783471	Assemblytics_b_10463	95	+	Insertion	0	95	Chromosome06_Phase0	+	between_alignments	26549524	26549619
Chromosome06	25792532	25795412	Assemblytics_b_10465	473	+	Repeat_contraction	2880	2407	Chromosome06_Phase0	+	between_alignments	26558696	26561103
Chromosome06	25806109	25808092	Assemblytics_b_10466	400	+	Repeat_expansion	1983	2383	Chromosome06_Phase0	+	between_alignments	26571805	26574188
Chromosome06	25822992	25824018	Assemblytics_b_10469	891	+	Repeat_contraction	1026	135	Chromosome06_Phase0	+	between_alignments	26588959	26589094
Chromosome06	25841121	25841124	Assemblytics_b_10472	504	+	Insertion	3	507	Chromosome06_Phase0	+	between_alignments	26615822	26616329
Chromosome06	25972109	25972200	Assemblytics_b_10480	91	+	Deletion	91	0	Chromosome06_Phase0	+	between_alignments	26773877	26773877
Chromosome06	25989929	25990343	Assemblytics_b_10481	421	+	Deletion	414	-7	Chromosome06_Phase0	-	between_alignments	26791569	26791576
Chromosome06	26067595	26067710	Assemblytics_b_10486	99	+	Deletion	115	16	Chromosome06_Phase0	+	between_alignments	26872104	26872120
Chromosome17	12672190	12673593	Assemblytics_b_10493	623	+	Repeat_expansion	1403	2026	Chromosome06_Phase0	+	between_alignments	26945204	26947230
Chromosome06	26961696	26962415	Assemblytics_b_10500	133	+	Repeat_expansion	719	852	Chromosome06_Phase0	+	between_alignments	27011853	27012705
Chromosome06	26946803	26950815	Assemblytics_b_10502	110	+	Repeat_contraction	4012	3902	Chromosome06_Phase0	+	between_alignments	27023647	27027549
Chromosome06	26933530	26933789	Assemblytics_b_10503	1760	+	Repeat_expansion	259	2019	Chromosome06_Phase0	+	between_alignments	27040512	27042531
Chromosome06	26883066	26892622	Assemblytics_b_10506	607	+	Repeat_contraction	9556	8949	Chromosome06_Phase0	+	between_alignments	27100707	27109656
Chromosome06	26868380	26875952	Assemblytics_b_10507	1101	+	Repeat_expansion	7572	8673	Chromosome06_Phase0	+	between_alignments	27116782	27125455
Chromosome06	26859007	26860246	Assemblytics_b_10508	324	+	Repeat_contraction	1239	915	Chromosome06_Phase0	+	between_alignments	27133561	27134476
Chromosome06	26849610	26849617	Assemblytics_b_10509	2437	+	Insertion	-7	2430	Chromosome06_Phase0	+	between_alignments	27143927	27146357
Chromosome06	26831246	26832632	Assemblytics_b_10511	217	+	Repeat_contraction	1386	1169	Chromosome06_Phase0	+	between_alignments	27163456	27164625
Chromosome06	26816874	26818055	Assemblytics_b_10512	1179	+	Deletion	1181	2	Chromosome06_Phase0	+	between_alignments	27177838	27177840
Chromosome06	26793395	26793396	Assemblytics_b_10514	416	+	Insertion	0	416	Chromosome06_Phase0	+	between_alignments	27199871	27200287
Chromosome06	26771727	26784054	Assemblytics_b_10517	303	+	Repeat_contraction	12327	12024	Chromosome06_Phase0	+	between_alignments	27209611	27221635
Chromosome06	26766235	26766947	Assemblytics_b_10518	1016	+	Repeat_expansion	712	1728	Chromosome06_Phase0	+	between_alignments	27226407	27228135
Chromosome06	26724197	26724198	Assemblytics_b_10520	108	+	Insertion	0	108	Chromosome06_Phase0	+	between_alignments	27254933	27255041
Chromosome06	26718719	26719574	Assemblytics_b_10521	93	+	Repeat_expansion	855	948	Chromosome06_Phase0	+	between_alignments	27259664	27260612
Chromosome06	26670624	26672233	Assemblytics_b_10526	989	+	Repeat_expansion	1609	2598	Chromosome06_Phase0	+	between_alignments	27296660	27299258
Chromosome06	26619947	26620339	Assemblytics_b_10528	353	+	Deletion	392	39	Chromosome06_Phase0	+	between_alignments	27349491	27349530
Chromosome06	26613421	26613872	Assemblytics_b_10529	6524	+	Repeat_expansion	451	6975	Chromosome06_Phase0	+	between_alignments	27355606	27362581
Chromosome06	26585853	26585862	Assemblytics_b_10531	92	+	Insertion	9	101	Chromosome06_Phase0	+	between_alignments	27390038	27390139
Chromosome06	26563849	26564778	Assemblytics_b_10535	277	+	Repeat_expansion	929	1206	Chromosome06_Phase0	+	between_alignments	27418278	27419484
Chromosome06	26539918	26540117	Assemblytics_b_10537	198	+	Deletion	199	1	Chromosome06_Phase0	+	between_alignments	27432258	27432259
Chromosome06	26490498	26490921	Assemblytics_b_10540	423	+	Deletion	423	0	Chromosome06_Phase0	+	between_alignments	27466673	27466673
Chromosome06	26486557	26488622	Assemblytics_b_10541	166	+	Repeat_expansion	2065	2231	Chromosome06_Phase0	+	between_alignments	27468532	27470763
Chromosome06	26456998	26460361	Assemblytics_b_10544	1092	+	Repeat_contraction	3363	2271	Chromosome06_Phase0	+	between_alignments	27503583	27505854
Chromosome06	26440488	26445386	Assemblytics_b_10545	2230	+	Repeat_contraction	4898	2668	Chromosome06_Phase0	+	between_alignments	27517497	27520165
Chromosome06	26390203	26406854	Assemblytics_b_10546	2046	+	Repeat_expansion	16651	18697	Chromosome06_Phase0	+	between_alignments	27553796	27572493
Chromosome06	26190266	26190547	Assemblytics_b_10554	282	+	Tandem_expansion	-281	1	Chromosome06_Phase0	+	between_alignments	27647609	27647610
Chromosome06	27293030	27294827	Assemblytics_b_10571	456	+	Repeat_expansion	1797	2253	Chromosome06_Phase0	+	between_alignments	27801882	27804135
Chromosome06	27302356	27304841	Assemblytics_b_10573	2179	+	Repeat_contraction	2485	306	Chromosome06_Phase0	+	between_alignments	27811247	27811553
Chromosome06	27397087	27397099	Assemblytics_b_10583	98	+	Insertion	12	110	Chromosome06_Phase0	+	between_alignments	27928273	27928383
Chromosome06	27405051	27405052	Assemblytics_b_10585	213	+	Insertion	1	214	Chromosome06_Phase0	+	between_alignments	27936372	27936586
Chromosome06	27463340	27465920	Assemblytics_b_10589	2512	+	Repeat_contraction	2580	68	Chromosome06_Phase0	+	between_alignments	27993232	27993300
Chromosome06	27603839	27604711	Assemblytics_b_10591	861	+	Deletion	872	11	Chromosome06_Phase0	+	between_alignments	28064135	28064146
Chromosome06	27522135	27522893	Assemblytics_b_10598	1594	+	Repeat_expansion	758	2352	Chromosome06_Phase0	+	between_alignments	28136492	28138844
Chromosome06	27504678	27505169	Assemblytics_b_10599	473	+	Deletion	491	18	Chromosome06_Phase0	+	between_alignments	28155743	28155761
Chromosome06	27493644	27493645	Assemblytics_b_10600	412	+	Insertion	0	412	Chromosome06_Phase0	+	between_alignments	28166773	28167185
Chromosome06	27468467	27472718	Assemblytics_b_10602	438	+	Repeat_contraction	4251	3813	Chromosome06_Phase0	+	between_alignments	28188486	28192299
Chromosome06	27464843	27465931	Assemblytics_b_10603	1086	+	Deletion	1088	2	Chromosome06_Phase0	+	between_alignments	28194835	28194837
Chromosome06	27454294	27454295	Assemblytics_b_10605	4108	+	Insertion	0	4108	Chromosome06_Phase0	+	between_alignments	28205210	28209318
Chromosome06	27816343	27824288	Assemblytics_b_10610	1849	+	Repeat_expansion	7945	9794	Chromosome06_Phase0	+	between_alignments	28391364	28401158
Chromosome06	27797968	27797969	Assemblytics_b_10611	447	+	Insertion	0	447	Chromosome06_Phase0	+	between_alignments	28419528	28419975
Chromosome06	27715859	27715952	Assemblytics_b_10619	93	+	Deletion	93	0	Chromosome06_Phase0	+	between_alignments	28539085	28539085
Chromosome06	27685093	27686176	Assemblytics_b_10625	785	+	Repeat_expansion	1083	1868	Chromosome06_Phase0	+	between_alignments	28561132	28563000
Chromosome06	27674246	27674683	Assemblytics_b_10627	1771	+	Repeat_expansion	437	2208	Chromosome06_Phase0	+	between_alignments	28573442	28575650
Chromosome06	27672929	27672931	Assemblytics_b_10628	590	+	Insertion	2	592	Chromosome06_Phase0	+	between_alignments	28576955	28577547
Chromosome06	27814155	27816906	Assemblytics_b_10631	593	+	Repeat_contraction	2751	2158	Chromosome06_Phase0	+	between_alignments	28656887	28659045
Chromosome06	2508653	2510765	Assemblytics_b_10640	445	+	Repeat_expansion	2112	2557	Chromosome06_Phase0	+	between_alignments	3072102	3074659
Chromosome06	2519241	2519327	Assemblytics_b_10641	85	+	Deletion	86	1	Chromosome06_Phase0	+	between_alignments	3083097	3083098
Chromosome06	2526692	2526693	Assemblytics_b_10642	316	+	Insertion	0	316	Chromosome06_Phase0	+	between_alignments	3090563	3090879
Chromosome06	2536965	2542317	Assemblytics_b_10643	152	+	Repeat_expansion	5352	5504	Chromosome06_Phase0	+	between_alignments	3101156	3106660
Chromosome06	2550789	2553241	Assemblytics_b_10645	1068	+	Repeat_contraction	2452	1384	Chromosome06_Phase0	+	between_alignments	3115217	3116601
Chromosome06	2600182	2600188	Assemblytics_b_10651	9510	+	Insertion	-6	9504	Chromosome06_Phase0	+	between_alignments	3163621	3173125
Chromosome06	2624444	2625999	Assemblytics_b_10654	1213	+	Repeat_expansion	1555	2768	Chromosome06_Phase0	+	between_alignments	3196629	3199397
Chromosome06	2652721	2655882	Assemblytics_b_10657	1710	+	Repeat_contraction	3161	1451	Chromosome06_Phase0	+	between_alignments	3221881	3223332
Chromosome06	2659986	2660086	Assemblytics_b_10658	415	+	Repeat_expansion	100	515	Chromosome06_Phase0	+	between_alignments	3227413	3227928
Chromosome06	2665177	2677182	Assemblytics_b_10659	2536	+	Repeat_contraction	12005	9469	Chromosome06_Phase0	+	between_alignments	3233060	3242529
Chromosome06	2679542	2679543	Assemblytics_b_10660	574	+	Insertion	0	574	Chromosome06_Phase0	+	between_alignments	3244888	3245462
Chromosome06	2696529	2699973	Assemblytics_b_10662	54	+	Repeat_expansion	3444	3498	Chromosome06_Phase0	+	between_alignments	3263003	3266501
Chromosome06	2702184	2703848	Assemblytics_b_10663	759	+	Repeat_expansion	1664	2423	Chromosome06_Phase0	+	between_alignments	3268700	3271123
Chromosome06	2705648	2706661	Assemblytics_b_10664	302	+	Repeat_expansion	1013	1315	Chromosome06_Phase0	+	between_alignments	3272920	3274235
Chromosome06	2720422	2723913	Assemblytics_b_10665	176	+	Repeat_contraction	3491	3315	Chromosome06_Phase0	+	between_alignments	3287909	3291224
Chromosome06	2740036	2748678	Assemblytics_b_10667	150	+	Repeat_expansion	8642	8792	Chromosome06_Phase0	+	between_alignments	3307290	3316082
Chromosome06	2761967	2761968	Assemblytics_b_10668	281	+	Insertion	0	281	Chromosome06_Phase0	+	between_alignments	3329270	3329551
Chromosome06	2771647	2772975	Assemblytics_b_10669	1170	+	Repeat_contraction	1328	158	Chromosome06_Phase0	+	between_alignments	3339212	3339370
Chromosome06	2777135	2799653	Assemblytics_b_10670	4096	+	Repeat_expansion	22518	26614	Chromosome06_Phase0	+	between_alignments	3343494	3370108
Chromosome05	1025985	1027463	Assemblytics_b_10673	5296	+	Tandem_expansion	-1478	3818	Chromosome06_Phase0	+	between_alignments	3440591	3444409
Chromosome05	1025985	1027466	Assemblytics_b_10674	5286	+	Tandem_expansion	-1481	3805	Chromosome06_Phase0	+	between_alignments	3445881	3449686
Chromosome06	3041228	3046735	Assemblytics_b_10678	1992	+	Repeat_contraction	5507	3515	Chromosome06_Phase0	+	between_alignments	3472105	3475620
Chromosome06	3035933	3036957	Assemblytics_b_10679	709	+	Repeat_expansion	1024	1733	Chromosome06_Phase0	+	between_alignments	3479907	3481640
Chromosome06	3041272	3041749	Assemblytics_b_10681	475	+	Deletion	477	2	Chromosome06_Phase0	+	between_alignments	3487674	3487676
Chromosome06	3082267	3101617	Assemblytics_b_10682	7089	+	Repeat_expansion	19350	26439	Chromosome06_Phase0	+	between_alignments	3518300	3544739
Chromosome06	3150805	3153969	Assemblytics_b_10684	332	+	Repeat_expansion	3164	3496	Chromosome06_Phase0	+	between_alignments	3573142	3576638
Chromosome06	3194055	3194056	Assemblytics_b_10687	240	+	Insertion	0	240	Chromosome06_Phase0	+	between_alignments	3600441	3600681
Chromosome06	3083256	3085600	Assemblytics_b_10689	2181	+	Repeat_contraction	2344	163	Chromosome06_Phase0	+	between_alignments	3657321	3657484
Chromosome06	3229535	3235383	Assemblytics_b_10691	2140	+	Repeat_expansion	5848	7988	Chromosome06_Phase0	+	between_alignments	3709151	3717139
Chromosome06	3257743	3265462	Assemblytics_b_10693	5214	+	Repeat_expansion	7719	12933	Chromosome06_Phase0	+	between_alignments	3750096	3763029
Chromosome06	3285831	3289017	Assemblytics_b_10695	130	+	Repeat_expansion	3186	3316	Chromosome06_Phase0	+	between_alignments	3792396	3795712
Chromosome06	3297047	3358407	Assemblytics_b_10696	7335	+	Repeat_expansion	61360	68695	Chromosome06_Phase0	+	between_alignments	3803753	3872448
Chromosome06	3403542	3413518	Assemblytics_b_10698	2562	+	Repeat_expansion	9976	12538	Chromosome06_Phase0	+	between_alignments	3921387	3933925
Chromosome06	3444268	3448409	Assemblytics_b_10701	2218	+	Repeat_expansion	4141	6359	Chromosome06_Phase0	+	between_alignments	3978840	3985199
Chromosome06	3454167	3458792	Assemblytics_b_10702	1981	+	Repeat_expansion	4625	6606	Chromosome06_Phase0	+	between_alignments	3990967	3997573
Chromosome06	3462549	3465216	Assemblytics_b_10703	395	+	Repeat_contraction	2667	2272	Chromosome06_Phase0	+	between_alignments	4001332	4003604
Chromosome06	3476868	3492018	Assemblytics_b_10704	9787	+	Repeat_contraction	15150	5363	Chromosome06_Phase0	+	between_alignments	4015240	4020603
Chromosome06	3536649	3536945	Assemblytics_b_10705	296	+	Deletion	296	0	Chromosome06_Phase0	+	between_alignments	4070486	4070486
Chromosome06	3759191	3764028	Assemblytics_b_10711	2716	+	Repeat_contraction	4837	2121	Chromosome06_Phase0	+	between_alignments	4217996	4220117
Chromosome06	3764028	3767214	Assemblytics_b_10712	7238	+	Tandem_expansion	-3186	4052	Chromosome06_Phase0	+	between_alignments	4223323	4227375
Chromosome06	3803819	3806177	Assemblytics_b_10715	305	+	Repeat_contraction	2358	2053	Chromosome06_Phase0	+	between_alignments	4274971	4277024
Chromosome06	3863563	3879933	Assemblytics_b_10722	5323	+	Repeat_contraction	16370	11047	Chromosome06_Phase0	+	between_alignments	4453586	4464633
Chromosome06	3882552	3884350	Assemblytics_b_10723	51	+	Repeat_expansion	1798	1849	Chromosome06_Phase0	+	between_alignments	4467258	4469107
Chromosome06	3888585	3888691	Assemblytics_b_10724	375	+	Repeat_expansion	106	481	Chromosome06_Phase0	+	between_alignments	4473349	4473830
Chromosome06	3892592	3893318	Assemblytics_b_10725	291	+	Repeat_expansion	726	1017	Chromosome06_Phase0	+	between_alignments	4477722	4478739
Chromosome06	3898900	3901900	Assemblytics_b_10726	158	+	Repeat_expansion	3000	3158	Chromosome06_Phase0	+	between_alignments	4484302	4487460
Chromosome06	3922218	3923931	Assemblytics_b_10729	1403	+	Repeat_expansion	1713	3116	Chromosome06_Phase0	+	between_alignments	4517252	4520368
Chromosome06	3927685	3928091	Assemblytics_b_10730	119	+	Repeat_expansion	406	525	Chromosome06_Phase0	+	between_alignments	4524135	4524660
Chromosome06	4031303	4044831	Assemblytics_b_10732	2190	+	Repeat_contraction	13528	11338	Chromosome06_Phase0	+	between_alignments	4597653	4608991
Chromosome06	4195393	4197618	Assemblytics_b_10736	229	+	Repeat_expansion	2225	2454	Chromosome06_Phase0	+	between_alignments	4736976	4739430
Chromosome06	4205804	4205805	Assemblytics_b_10737	9446	+	Insertion	0	9446	Chromosome06_Phase0	+	between_alignments	4747603	4757049
Chromosome06	4246115	4246396	Assemblytics_b_10739	156	+	Repeat_expansion	281	437	Chromosome06_Phase0	+	between_alignments	4793464	4793901
Chromosome06	190448	190452	Assemblytics_b_10741	1506	+	Insertion	-4	1502	Chromosome06_Phase0	+	between_alignments	64975	66477
Chromosome06	192684	194823	Assemblytics_b_10742	2139	+	Tandem_expansion	-2139	0	Chromosome06_Phase0	+	between_alignments	70854	70854
Chromosome06	194823	197704	Assemblytics_b_10743	2882	+	Tandem_expansion	-2881	1	Chromosome06_Phase0	+	between_alignments	75876	75877
Chromosome06	231170	231940	Assemblytics_b_10744	491	+	Repeat_contraction	770	279	Chromosome06_Phase0	+	between_alignments	112196	112475
Chromosome06	431983	432183	Assemblytics_b_10755	2109	+	Tandem_expansion	-200	1909	Chromosome06_Phase0	+	between_alignments	375663	377572
Chromosome06	451569	452415	Assemblytics_b_10756	847	+	Tandem_expansion	-846	1	Chromosome06_Phase0	+	between_alignments	398067	398068
Chromosome06	523176	525590	Assemblytics_b_10761	1050	+	Repeat_contraction	2414	1364	Chromosome06_Phase0	+	between_alignments	458229	459593
Chromosome06	531272	538035	Assemblytics_b_10762	1061	+	Repeat_contraction	6763	5702	Chromosome06_Phase0	+	between_alignments	465315	471017
Chromosome06	568893	569889	Assemblytics_b_10764	518	+	Repeat_expansion	996	1514	Chromosome06_Phase0	+	between_alignments	485965	487479
Chromosome06	590244	590295	Assemblytics_b_10766	341	+	Repeat_expansion	51	392	Chromosome06_Phase0	+	between_alignments	507793	508185
Chromosome06	602948	605374	Assemblytics_b_10767	146	+	Repeat_expansion	2426	2572	Chromosome06_Phase0	+	between_alignments	520790	523362
Chromosome06	4332524	4332525	Assemblytics_b_10771	4825	+	Insertion	0	4825	Chromosome06_Phase0	+	between_alignments	4911135	4915960
Chromosome06	4449464	4450938	Assemblytics_b_10778	112	+	Repeat_expansion	1474	1586	Chromosome06_Phase0	+	between_alignments	5043476	5045062
Chromosome06	4531760	4535388	Assemblytics_b_10781	2825	+	Repeat_contraction	3628	803	Chromosome06_Phase0	+	between_alignments	5129348	5130151
Chromosome06	4547179	4548975	Assemblytics_b_10783	782	+	Repeat_expansion	1796	2578	Chromosome06_Phase0	+	between_alignments	5156766	5159344
Chromosome06	4566314	4566780	Assemblytics_b_10785	463	+	Deletion	466	3	Chromosome06_Phase0	+	between_alignments	5189688	5189691
Chromosome06	4680095	4682663	Assemblytics_b_10809	163	+	Repeat_expansion	2568	2731	Chromosome06_Phase0	+	between_alignments	5523691	5526422
Chromosome06	5396244	5396246	Assemblytics_b_10812	129	+	Insertion	2	131	Chromosome06_Phase0	+	between_alignments	5618225	5618356
Chromosome06	674917	677326	Assemblytics_b_10819	251	+	Repeat_contraction	2409	2158	Chromosome06_Phase0	+	between_alignments	594286	596444
Chromosome06	680244	682974	Assemblytics_b_10820	1130	+	Repeat_expansion	2730	3860	Chromosome06_Phase0	+	between_alignments	599376	603236
Chromosome06	701218	704918	Assemblytics_b_10823	1724	+	Repeat_contraction	3700	1976	Chromosome06_Phase0	+	between_alignments	621541	623517
Chromosome06	793535	794073	Assemblytics_b_10827	72	+	Repeat_contraction	538	466	Chromosome06_Phase0	+	between_alignments	773888	774354
Chromosome06	795133	797239	Assemblytics_b_10828	799	+	Repeat_expansion	2106	2905	Chromosome06_Phase0	+	between_alignments	775414	778319
Chromosome06	814311	827837	Assemblytics_b_10830	184	+	Repeat_expansion	13526	13710	Chromosome06_Phase0	+	between_alignments	794898	808608
Chromosome06	830595	831730	Assemblytics_b_10831	500	+	Repeat_expansion	1135	1635	Chromosome06_Phase0	+	between_alignments	811388	813023
Chromosome06	840671	840924	Assemblytics_b_10833	83	+	Repeat_expansion	253	336	Chromosome06_Phase0	+	between_alignments	821996	822332
Chromosome06	847682	854753	Assemblytics_b_10834	699	+	Repeat_contraction	7071	6372	Chromosome06_Phase0	+	between_alignments	829119	835491
Chromosome06	881084	882089	Assemblytics_b_10836	772	+	Repeat_expansion	1005	1777	Chromosome06_Phase0	+	between_alignments	861870	863647
Chromosome06	5040171	5042043	Assemblytics_b_10841	668	+	Repeat_contraction	1872	1204	Chromosome06_Phase0	+	between_alignments	6006198	6007402
Chromosome06	6424658	6427899	Assemblytics_b_10851	7369	+	Repeat_expansion	3241	10610	Chromosome06_Phase0	+	between_alignments	6239316	6249926
Chromosome06	6454786	6454787	Assemblytics_b_10853	737	+	Insertion	0	737	Chromosome06_Phase0	+	between_alignments	6279545	6280282
Chromosome06	6458799	6459246	Assemblytics_b_10854	447	+	Deletion	447	0	Chromosome06_Phase0	+	between_alignments	6284307	6284307
Chromosome11	11994849	12001169	Assemblytics_b_10856	1685	+	Repeat_contraction	6320	4635	Chromosome06_Phase0	+	between_alignments	6301905	6306540
Chromosome06	6505776	6505897	Assemblytics_b_10863	121	+	Deletion	121	0	Chromosome06_Phase0	+	between_alignments	6388542	6388542
Chromosome06	6702677	6718670	Assemblytics_b_10869	4316	+	Repeat_contraction	15993	11677	Chromosome06_Phase0	+	between_alignments	6528051	6539728
Chromosome06	6755202	6757507	Assemblytics_b_10873	2305	+	Deletion	2305	0	Chromosome06_Phase0	+	between_alignments	6565806	6565806
Chromosome06	6761051	6762103	Assemblytics_b_10874	214	+	Repeat_expansion	1052	1266	Chromosome06_Phase0	+	between_alignments	6569359	6570625
Chromosome06	6275533	6278751	Assemblytics_b_10881	5087	+	Tandem_expansion	-3218	1869	Chromosome06_Phase0	+	between_alignments	6804534	6806403
Chromosome06	6226676	6226986	Assemblytics_b_10886	305	+	Deletion	310	5	Chromosome06_Phase0	+	between_alignments	6893490	6893495
Chromosome06	6219709	6219998	Assemblytics_b_10887	373	+	Tandem_expansion	-289	84	Chromosome06_Phase0	+	between_alignments	6900470	6900554
Chromosome06	6216086	6218599	Assemblytics_b_10888	121	+	Repeat_contraction	2513	2392	Chromosome06_Phase0	+	between_alignments	6901971	6904363
Chromosome06	6146307	6147607	Assemblytics_b_10890	278	+	Repeat_expansion	1300	1578	Chromosome06_Phase0	+	between_alignments	6950299	6951877
Chromosome06	6140133	6140249	Assemblytics_b_10891	115	+	Deletion	116	1	Chromosome06_Phase0	+	between_alignments	6957935	6957936
Chromosome06	6066957	6067621	Assemblytics_b_10893	664	+	Tandem_expansion	-664	0	Chromosome06_Phase0	+	between_alignments	6983546	6983546
Chromosome06	6064532	6065126	Assemblytics_b_10894	115	+	Repeat_expansion	594	709	Chromosome06_Phase0	+	between_alignments	6986041	6986750
Chromosome06	6056688	6058160	Assemblytics_b_10895	1793	+	Repeat_expansion	1472	3265	Chromosome06_Phase0	+	between_alignments	6993114	6996379
Chromosome06	6180262	6182575	Assemblytics_b_10900	210	+	Repeat_contraction	2313	2103	Chromosome06_Phase0	+	between_alignments	7237871	7239974
Chromosome06	6191318	6192890	Assemblytics_b_10901	6445	+	Repeat_expansion	1572	8017	Chromosome06_Phase0	+	between_alignments	7248752	7256769
Chromosome06	7458691	7459190	Assemblytics_b_10909	181	+	Repeat_contraction	499	318	Chromosome06_Phase0	+	between_alignments	7398445	7398763
Chromosome06	7466248	7466251	Assemblytics_b_10910	654	+	Insertion	3	657	Chromosome06_Phase0	+	between_alignments	7405805	7406462
Chromosome06	7618640	7618641	Assemblytics_b_10914	120	+	Insertion	0	120	Chromosome06_Phase0	+	between_alignments	7766077	7766197
Chromosome06	7846749	7846750	Assemblytics_b_10921	109	+	Insertion	0	109	Chromosome06_Phase0	+	between_alignments	7907101	7907210
Chromosome06	7872370	7873558	Assemblytics_b_10923	52	+	Repeat_expansion	1188	1240	Chromosome06_Phase0	+	between_alignments	7931840	7933080
Chromosome06	8029706	8029779	Assemblytics_b_10926	249	+	Repeat_expansion	73	322	Chromosome06_Phase0	+	between_alignments	8012855	8013177
Chromosome06	7971900	7971901	Assemblytics_b_10929	479	+	Insertion	0	479	Chromosome06_Phase0	+	between_alignments	8081424	8081903
Chromosome06	7970230	7970279	Assemblytics_b_10930	1063	+	Insertion	49	1112	Chromosome06_Phase0	+	between_alignments	8083524	8084636
Chromosome06	8041313	8041883	Assemblytics_b_10933	99	+	Repeat_expansion	570	669	Chromosome06_Phase0	+	between_alignments	8200529	8201198
Chromosome06	8131673	8136021	Assemblytics_b_10937	8500	+	Repeat_expansion	4348	12848	Chromosome06_Phase0	+	between_alignments	8263377	8276225
Chromosome06	8118629	8121215	Assemblytics_b_10938	1552	+	Repeat_expansion	2586	4138	Chromosome06_Phase0	+	between_alignments	8286750	8290888
Chromosome06	8267174	8269792	Assemblytics_b_10941	143	+	Repeat_contraction	2618	2475	Chromosome06_Phase0	+	between_alignments	8424809	8427284
Chromosome06	8300171	8300285	Assemblytics_b_10944	201	+	Repeat_expansion	114	315	Chromosome06_Phase0	+	between_alignments	8457312	8457627
Chromosome06	8310000	8315850	Assemblytics_b_10946	5850	+	Deletion	5850	0	Chromosome06_Phase0	+	between_alignments	8467456	8467456
Chromosome06	8265214	8269792	Assemblytics_b_10955	243	+	Repeat_contraction	4578	4335	Chromosome06_Phase0	+	between_alignments	8700721	8705056
Chromosome06	8291338	8292867	Assemblytics_b_10958	51	+	Repeat_expansion	1529	1580	Chromosome06_Phase0	+	between_alignments	8726629	8728209
Chromosome06	16136160	16136167	Assemblytics_b_10963	1110	+	Insertion	-7	1103	Chromosome06_Phase0	+	between_alignments	8848629	8849732
Chromosome06	16132806	16132807	Assemblytics_b_10964	106	+	Insertion	0	106	Chromosome06_Phase0	+	between_alignments	8853087	8853193
Chromosome06	919548	924949	Assemblytics_b_10972	491	+	Repeat_contraction	5401	4910	Chromosome06_Phase0	+	between_alignments	911306	916216
Chromosome06	980820	981324	Assemblytics_b_10974	230	+	Repeat_contraction	504	274	Chromosome06_Phase0	+	between_alignments	972191	972465
Chromosome06	1052923	1053024	Assemblytics_b_10978	101	+	Deletion	101	0	Chromosome06_Phase0	+	between_alignments	1044233	1044233
Chromosome06	8843917	8851392	Assemblytics_b_10984	350	+	Repeat_expansion	7475	7825	Chromosome06_Phase0	+	between_alignments	9257644	9265469
Chromosome06	8951559	8952087	Assemblytics_b_10986	575	+	Repeat_expansion	528	1103	Chromosome06_Phase0	+	between_alignments	9337164	9338267
Chromosome11	27279546	27281099	Assemblytics_b_10990	7524	+	Tandem_expansion	-1553	5971	Chromosome06_Phase0	+	between_alignments	9480322	9486293
Chromosome06	9583204	9584699	Assemblytics_b_10992	354	+	Repeat_contraction	1495	1141	Chromosome06_Phase0	+	between_alignments	9521839	9522980
Chromosome06	9604520	9604596	Assemblytics_b_10997	77	+	Tandem_expansion	-76	1	Chromosome06_Phase0	+	between_alignments	9611904	9611905
Chromosome06	9154650	9157912	Assemblytics_b_11005	4321	+	Repeat_expansion	3262	7583	Chromosome06_Phase0	+	between_alignments	9833945	9841528
Chromosome06	9135782	9135830	Assemblytics_b_11007	220	+	Insertion	48	268	Chromosome06_Phase0	+	between_alignments	9860381	9860649
Chromosome07	611850	612969	Assemblytics_b_11025	732	+	Repeat_expansion	1119	1851	Chromosome07_Phase0	+	between_alignments	1058472	1060323
Chromosome07	620960	621086	Assemblytics_b_11026	126	+	Deletion	126	0	Chromosome07_Phase0	+	between_alignments	1068266	1068266
Chromosome07	627252	632411	Assemblytics_b_11027	278	+	Repeat_expansion	5159	5437	Chromosome07_Phase0	+	between_alignments	1074425	1079862
Chromosome07	644003	644008	Assemblytics_b_11029	174	+	Insertion	5	179	Chromosome07_Phase0	+	between_alignments	1091513	1091692
Chromosome07	646564	648622	Assemblytics_b_11030	493	+	Repeat_expansion	2058	2551	Chromosome07_Phase0	+	between_alignments	1094280	1096831
Chromosome07	652663	652672	Assemblytics_b_11031	444	+	Insertion	9	453	Chromosome07_Phase0	+	between_alignments	1100855	1101308
Chromosome07	654052	655104	Assemblytics_b_11032	907	+	Repeat_contraction	1052	145	Chromosome07_Phase0	+	between_alignments	1102688	1102833
